month	day	hour	PM2.5	PM10	SO2	NO2	CO	O3	TEMP
7	13	12	14	14	3	11	300	130	33.1
7	14	12	26	30	3	31	700	138	31.7
7	15	12	28	28	2	16	600	91	22
7	16	12	29	34	2	17	500	65	24.8
7	17	12	78	78	2	18	900	136	28
7	18	12	NA	NA	NA	NA	NA	NA	28.7
7	19	12	77	77	4	21	800	76	24.4
7	20	12	18	18	2	6	400	61	21.9
7	21	12	9	12	2	11	500	43	24.8
7	22	12	66	66	2	13	800	139	28.9
7	23	12	109	109	2	14	1000	166	31.3
7	24	12	57	72	2	10	700	147	31
7	25	12	27	27	2	23	600	68	28.2
7	26	12	5	5	2	8	300	113	31.1
7	27	12	48	65	2	18	600	188	32.2
7	28	12	26	31	2	26	400	153	30.9
7	29	12	88	92	2	20	1100	140	30.4
7	30	12	178	178	2	22	2300	112	29
7	31	12	39	39	2	19	800	109	27
8	1	12	43	52	2	14	800	91	30.4
8	2	12	16	16	2	9	400	117	32
8	3	12	26	26	2	19	600	144	33.1
8	4	12	NA	52	2	32	1600	181	31.7
8	5	12	51	51	2	19	600	107	31.1
8	6	12	113	113	2	26	900	161	30.8
8	7	12	12	12	2	9	400	90	30.1
8	8	12	11	15	4	13	400	110	31.3
8	9	12	33	43	13	23	1100	167	30.9
8	10	12	73	73	3	16	800	153	32.3
8	11	12	104	111	2	37	1000	135	32.8
8	12	12	66	66	2	31	800	53	25.7
8	13	12	24	38	2	24	500	20	27
8	14	12	7	17	2	11	300	99	32.6
8	15	12	14	14	2	22	400	70	25
8	16	12	16	33	2	15	400	123	29.5
8	17	12	65	87	2	47	800	34	26.5
8	18	12	58	58	2	7	1700	57	22.4
8	19	12	9	15	2	11	400	98	30.7
8	20	12	24	24	2	14	500	125	30
8	21	12	45	73	2	17	700	199	31.6
8	22	12	34	36	2	32	800	143	31.9
8	23	12	72	92	3	31	900	137	29.4
8	24	12	70	70	2	25	800	154	30.5
8	25	12	3	17	2	11	200	61	27
8	26	12	14	14	2	13	200	80	27.8
8	27	12	8	16	2	29	200	79	29.2
8	28	12	11	20	2	23	200	74	29.8
8	29	12	18	36	12	25	400	104	29.5
8	30	12	30	62	4	44	600	136	28.9
8	31	12	3	6	2	25	200	95	31.5
9	1	12	NA	NA	4	14	200	66	24.6
9	2	12	4	7	6	6	NA	2	27
9	3	12	8	25	2	18	200	56	28.4
9	4	12	NA	NA	NA	NA	NA	NA	27.5
9	5	12	29	34	NA	7	NA	2	28.5
9	6	12	11	43	4	25	300	NA	29.3
9	7	12	43	59	8	28	600	NA	27.1
9	8	12	21	21	6	32	500	NA	28.4
9	9	12	10	18	2	18	300	NA	28.7
9	10	12	3	6	2	16	200	NA	28.4
9	11	12	20	20	2	15	600	NA	24.6
9	12	12	21	21	2	18	600	NA	25.6
9	13	12	143	143	5	45	1700	NA	24.5
9	14	12	161	161	4	42	1200	NA	25.275
9	15	12	61	61	2	17	700	NA	28.3
9	16	12	NA	NA	NA	NA	NA	NA	27.4
9	17	12	35	48	2	36	800	NA	22.1
9	18	12	24	25	3	15	500	NA	21.1
9	19	12	7	7	2	10	200	NA	22.9
9	20	12	12	18	2	19	200	NA	24.3
9	21	12	49	60	7	36	800	NA	18.8
9	22	12	72	78	9	32	800	NA	20.275
9	23	12	162	162	5	32	1000	NA	22.725
9	24	12	75	92	7	26	800	NA	24.55
9	25	12	NA	NA	NA	NA	NA	NA	23.075
9	26	12	45	45	3	38	800	43	18.7
9	27	12	9	18	3	8	400	56	19.425
9	28	12	12	12	2	6	200	58	17.9
9	29	12	52	55	11	53	400	42	19.2
9	30	12	85	85	13	29	500	118	21.2
10	1	12	215	215	NA	2	100	2	22
10	2	12	172	172	6	37	1100	90	21
10	3	12	151	151	5	20	900	125	26.3
10	4	12	41	64	13	44	1500	15	16.6
10	5	12	69	69	5	34	1300	23	18.3
10	6	12	61	61	11	42	1900	7	15.9
10	7	12	60	60	3	44	1700	7	12.9
10	8	12	24	24	3	10	300	60	15.3
10	9	12	3	38	11	49	600	21	13.7
10	10	12	90	116	26	64	1100	33	15.8
10	11	12	141	148	29	62	2000	61	18.3
10	12	12	80	104	31	61	1800	28	15.9
10	13	12	137	144	28	60	1300	88	19.3
10	14	12	299	299	10	95	1700	32	18.8
10	15	12	131	131	9	74	1200	8	16.4
10	16	12	131	131	7	54	1100	43	17
10	17	12	24	24	2	20	300	59	19.9
10	18	12	92	156	29	67	2700	13	16.5
10	19	12	258	258	14	102	2200	25	19.5
10	20	12	47	87	19	55	1300	19	15.1
10	21	12	44	52	2	27	600	40	11.1
10	22	12	6	6	2	7	300	49	14
10	23	12	16	16	5	16	400	51	13
10	24	12	68	127	4	64	1000	4	10.5
10	25	12	59	87	9	55	900	23	15
10	26	12	3	6	2	8	100	75	15.7
10	27	12	NA	NA	NA	NA	NA	NA	9.9
10	28	12	4	17	2	7	200	67	12.2
10	29	12	16	41	3	53	500	26	10.6
10	30	12	NA	NA	NA	NA	NA	NA	8.3
10	31	12	3	6	2	5	200	61	4.2
11	1	12	14	28	6	50	500	28	5.2
11	2	12	62	121	NA	83	1100	27	8.2
11	3	12	231	286	41	133	2600	16	10
11	4	12	264	264	8	132	3500	14	10.4
11	5	12	165	191	12	61	2000	43	12
11	6	12	45	45	18	33	800	51	9
11	7	12	32	32	5	12	400	60	11.5
11	8	12	21	21	13	66	700	30	10
11	9	12	136	178	47	80	2700	13	5.7
11	10	12	133	149	18	60	1300	9	7.7
11	11	12	71	71	9	43	900	18	7.2
11	12	12	40	77	15	34	700	38	11.4
11	13	12	66	111	35	64	2000	8	8.4
11	14	12	7	32	NA	9	200	72	12.1
11	15	12	38	38	18	34	1000	43	8.2
11	16	12	73	89	23	40	1100	36	9.6
11	17	12	113	151	61	84	3000	7	7
11	18	12	183	310	48	84	2900	5	7.5
11	19	12	33	33	14	8	400	67	12.2
11	20	12	56	82	27	53	1600	6	2.6
11	21	12	6	6	5	5	300	71	-0.5
11	22	12	6	8	2	4	300	69	-2.1
11	23	12	18	26	11	24	500	47	0.3
11	24	12	24	42	17	54	900	32	2.4
11	25	12	81	91	26	55	1300	26	2.6
11	26	12	239	317	48	104	2800	18	6.8
11	27	12	7	7	2	5	200	77	5.8
11	28	12	37	41	18	40	800	40	4.8
11	29	12	140	173	67	78	3300	12	4.2
11	30	12	152	182	42	100	3100	15	7.1
12	1	12	14	14	5	14	300	69	7.5
12	2	12	44	52	21	36	800	43	6.7
12	3	12	93	118	39	71	1800	16	5.6
12	4	12	182	182	33	76	2300	15	6
12	5	12	3	10	2	7	200	68	5
12	6	12	58	73	27	62	1700	25	3.2
12	7	12	132	169	42	77	2300	19	5.5
12	8	12	150	150	13	29	800	61	8
12	9	12	6	6	3	5	300	71	3.4
12	10	12	18	18	4	15	500	58	3.3
12	11	12	89	133	39	80	2500	13	1.5
12	12	12	196	196	46	61	1900	21	4.6
12	13	12	6	6	6	7	200	71	3.5
12	14	12	8	8	6	11	300	67	0.1
12	15	12	9	13	2	5	200	75	3.4
12	16	12	38	53	20	51	1100	34	2.6
12	17	12	113	147	42	83	2400	16	4.1
12	18	12	135	135	39	49	1800	30	4.3
12	19	12	71	71	35	33	1100	40	5.2
12	20	12	244	244	4	109	6400	10	-0.8
12	21	12	392	392	13	138	7800	10	1.4
12	22	12	10	10	2	7	200	61	4.4
12	23	12	NA	NA	NA	NA	NA	NA	0.5
12	24	12	121	149	39	86	2900	11	-0.1
12	25	12	115	124	25	73	2500	5	-0.2
12	26	12	7	7	4	12	400	74	2.7
12	27	12	19	23	5	19	700	61	0.5
12	28	12	68	68	17	36	1300	52	1
12	29	12	25	16	6	41	600	21	0.3
12	30	12	108	183	14	105	1700	8	-1.9
12	31	12	101	101	34	52	1700	20	0
1	1	12	448	470	12	143	6200	8	-1.4
1	2	12	25	25	11	19	800	67	6.9
1	3	12	144	144	39	92	3100	28	4.3
1	4	12	313	313	39	140	NA	13	4.3
1	5	12	311	311	31	116	7300	16	1.2
1	6	12	170	170	45	76	3800	13	2.5
1	7	12	136	136	23	54	2500	10	1
1	8	12	27	27	17	16	500	62	5
1	9	12	12	12	8	14	400	73	1.725
1	10	12	6	6	7	12	400	66	1.025
1	11	12	51	66	25	65	1700	24	2.3
1	12	12	38	38	22	29	700	67	4.1
1	13	12	18	18	9	17	300	83	0.475
1	14	12	7	5	5	11	400	76	-0.04
1	15	12	59	59	35	46	1300	33	-1.925
1	16	12	100	98	53	65	1500	20	-1.675
1	17	12	136	136	55	69	2400	16	0.033333333
1	18	12	12	12	4	7	400	63	-1.3
1	19	12	3	5	2	6	300	73	-1.34
1	20	12	11	11	6	9	600	68	-4.375
1	21	12	4	76	2	5	300	77	-1.1
1	22	12	7	8	6	4	400	70	-3.74
1	23	12	12	13	11	13	500	63	-3.2
1	24	12	23	23	11	14	600	69	-0.9
1	25	12	123	133	38	53	2500	34	-0.86
1	26	12	292	292	49	78	4000	71	-1.25
1	27	12	26	34	13	29	800	61	2.3
1	28	12	220	243	76	57	2800	19	0.15
1	29	12	8	18	2	4	300	69	-2.56
1	30	12	4	5	4	4	500	73	-2.6
1	31	12	82	82	26	26	1400	70	1.5
2	1	12	4	6	5	4	300	81	0.6
2	2	12	28	30	14	15	700	64	1.8
2	3	12	79	82	25	32	1300	51	3.1
2	4	12	266	266	53	51	2800	70	5.2
2	5	12	7	7	2	7	300	90	7
2	6	12	3	6	2	3	200	90	3.4
2	7	12	93	98	32	67	2100	11	0.2
2	8	12	8	8	2	4	200	82	2.1
2	9	12	5	5	2	3	100	83	0.6
2	10	12	6	6	4	7	300	87	1.5
2	11	12	5	6	5	6	300	84	5.3
2	12	12	31	37	19	17	600	66	5.4
2	13	12	19	19	6	11	500	75	9.6
2	14	12	216	216	62	85	3400	20	1.7
2	15	12	229	229	53	61	2000	51	5.1
2	16	12	11	110	6	6	300	79	6.2
2	17	12	4	5	4	7	300	86	3.1
2	18	12	98	119	30	65	1000	45	6.5
2	19	12	123	136	38	46	1200	82	10
2	20	12	5	5	2	4	200	89	1.5
2	21	12	127	158	51	92	2600	8	0.8
2	22	12	131	131	25	73	1600	41	1.5
2	23	12	10	10	3	12	300	83	5.7
2	24	12	12	16	6	17	400	74	8.3
2	25	12	10	12	5	14	400	85	10.9
2	26	12	11	11	4	9	300	92	10.5
2	27	12	104	104	36	72	1700	52	11
2	28	12	9	9	3	11	300	90	13.9
